name,certificate,distribution,score,amount,Date,Extra,duration
Not Since You (2009),USA:PG-13,0000111001,5.8,1523,USA:1-November-2010,(VideoOnDemand),90
Not Since You (2009),USA:PG-13,0000111001,5.8,1523,USA:23-November-2010,(DVDpremiere),90
Not Since You (2009),USA:PG-13,0000111001,5.8,1523,USA:25-October-2009,(HollywoodFilmFestival),90
Not Since You (2009),USA:PG-13,0000111001,5.8,1523,USA:8-May-2011,(TVpremiere),90
Not Since You (2009),USA:PG-13,0000111001,5.8,1523,USA:2-April-2010,(limited),90
Not Today (2013),USA:PG-13,1000111102,5.6,583,USA:12-April-2013,,118
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:12-July-2008,(MaineInternationalFilmFestival),116
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:12-July-2008,(MaineInternationalFilmFestival),124
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:26-September-2008,,116
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:26-September-2008,,124
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:20-June-2008,(ProvincetownFilmFestival),116
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:20-June-2008,(ProvincetownFilmFestival),124
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:30-December-2008,(DVDpremiere),116
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:30-December-2008,(DVDpremiere),124
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:12-September-2008,(limited),116
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:12-September-2008,(limited),124
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:19-January-2008,(SundanceFilmFestival),116
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:19-January-2008,(SundanceFilmFestival),124
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:14-June-2008,(SeattleInternationalFilmFestival),116
Nothing Is Private (2007),USA:R,0000013200,7.0,10724,USA:14-June-2008,(SeattleInternationalFilmFestival),124
Nothing Personal (1995),USA:R,0000012201,6.9,418,USA:25-April-1997,,86
Notre-Dame de Paris (1956),USA:PG,0000022101,6.8,1898,USA:3-November-1957,,104
Novecento (1976),USA:R,0000001211,7.7,18813,USA:4-November-1977,,245
Nowhere Land (1998),USA:R,101121.000,4.3,105,USA:19-April-2000,(videopremiere),88
Nowhere Land (1998),USA:R,101121.000,4.3,105,USA:1998-,(DVD-premiere),88
Nowhere to Hide (1987),USA:R,0001211000,5.8,348,USA:17-July-1987,,90
Nürnberg und seine Lehre (1948),USA:Approved,100.012111,6.8,50,USA:29-September-2010,,78
Nürnberg und seine Lehre (1948),USA:Approved,100.012111,6.8,50,USA:17-October-2010,(MillValleyFilmFestival),78
Nurse Sherri (1978),USA:R,3110000000,2.7,420,USA:August-1978,,88
Nutcracker (1986),USA:G,0000001113,7.2,623,USA:26-November-1986,,89
Nutcracker Fantasy (1979),USA:G,0000001113,6.6,119,USA:October-1979-,(ChicagoInternationalFilmFestival),82
Nutcracker Fantasy (1979),USA:G,0000001113,6.6,119,USA:7-July-1979,,82
Nutty Professor II: The Klumps (2000),USA:PG-13,0012210000,4.3,42268,USA:24-July-2000,(premiere),109
Nutty Professor II: The Klumps (2000),USA:PG-13,0012210000,4.3,42268,USA:28-July-2000,,109
O Cangaceiro (1953),USA:Approved,0000002211,7.3,403,USA:3-September-1954,,91
O Convento (1995),USA:PG,1000111101,5.9,829,USA:7-October-1995,(NewYorkFilmFestival),90
O Convento (1995),USA:PG,1000111101,5.9,829,USA:1-December-1995,,90
O Grilo Feliz (2001),USA:G,1000101001,5.1,104,USA:24-October-2006,(DVDpremiere),82
O Homem Que Copiava (2003),USA:R,0000002311,7.7,7855,USA:10-April-2004,(PhiladelphiaInternationalFilmFestival),124
Oan hon (2004),USA:R,1000111101,5.5,193,USA:7-May-2004,(limited),120
Obsession (1949),USA:Passed,0000002311,7.4,1192,USA:1-April-1953,(re-release),96
Obsession (1949),USA:Approved,0000002311,7.4,1192,USA:1-April-1953,(re-release),96
Obsession (1949),USA:Approved,0000002311,7.4,1192,USA:8-January-1950,,96
Obsession (1949),USA:Passed,0000002311,7.4,1192,USA:8-January-1950,,96
Ocean of Pearls (2008),USA:PG-13,0000011112,7.0,287,USA:2-March-2008,(MiamiInternationalFilmFestival),97
Océans (2009),USA:G,0000002211,7.8,8148,USA:22-April-2010,,84
Océans (2009),USA:G,0000002211,7.8,8148,USA:21-April-2010,(RiverRunInternationalFilmFestival),84
October 22 (1998),USA:R,0000112001,6.1,231,USA:4-November-1998,(Ft.LauderdaleFilmFestival),94
October Baby (2011),USA:PG-13,0000001113,6.8,6564,USA:28-October-2011,(limited),107
October Baby (2011),USA:PG-13,0000001113,6.8,6564,USA:11-November-2011,(RedRockFilmFestival),107
Odd Thomas (2013),USA:PG-13,0000012201,6.9,40221,USA:6-April-2013,(RiverBendFilmFestival),97
Odd Thomas (2013),USA:PG-13,0000012201,6.9,40221,USA:28-February-2014,,97
Oddballs (1984),USA:PG,1111100001,4.7,233,USA:6-April-1984,,91
Of Boys and Men (2008),USA:PG,0000001103,6.4,119,USA:13-February-2008,(LosAngelesPanAfricanFilmFestival),90
Of Boys and Men (2008),USA:PG-13,0000001103,6.4,119,USA:13-February-2008,(LosAngelesPanAfricanFilmFestival),90
Of Boys and Men (2008),USA:PG,0000001103,6.4,119,USA:21-October-2008,(ChicagoInternationalFilmFestival),90
Of Boys and Men (2008),USA:PG,0000001103,6.4,119,USA:2008,,90
Of Boys and Men (2008),USA:PG-13,0000001103,6.4,119,USA:21-October-2008,(ChicagoInternationalFilmFestival),90
Of Boys and Men (2008),USA:PG-13,0000001103,6.4,119,USA:2008,,90
Of Love and Shadows (1994),USA:R,0001211000,5.1,1613,USA:10-May-1996,,103
Off the Black (2006),USA:R,0000012101,6.7,1215,USA:8-December-2006,,90
Off the Black (2006),USA:R,0000012101,6.7,1215,USA:19-October-2006,(OrlandoFilmFestival),90
Off the Black (2006),USA:R,0000012101,6.7,1215,USA:January-2006-,(SundanceFilmFestival),90
Off the Map (2003),USA:PG-13,0000011211,7.2,3079,USA:22-May-2004,(SeattleInternationalFilmFestival),105
Off the Map (2003),USA:PG-13,0000011211,7.2,3079,USA:15-July-2004,(MaineInternationalFilmFestival),105
Off the Map (2003),USA:PG-13,0000011211,7.2,3079,USA:11-March-2005,(limited),105
Off the Map (2003),USA:PG-13,0000011211,7.2,3079,USA:30-July-2004,(StonyBrooksFilmFestival),105
Off the Map (2003),USA:PG-13,0000011211,7.2,3079,USA:5-September-2003,(BostonFilmFestival),105
Off the Map (2003),USA:PG-13,0000011211,7.2,3079,USA:20-June-2004,(ProvincetownInternationalFilmFestival),105
Off the Map (2003),USA:PG-13,0000011211,7.2,3079,USA:October-2003-,(ChicagoInternationalFilmFestival),105
Off the Map (2003),USA:PG-13,0000011211,7.2,3079,USA:9-October-2003,(AustinFilmFestival),105
Off the Map (2003),USA:PG-13,0000011211,7.2,3079,USA:22-January-2003,(SundanceFilmFestival),105
Offspring (2009),USA:R,1011210000,4.8,1962,USA:6-October-2009,(DVDpremiere),79
Oggi a me... domani a te! (1968),USA:GP,0000132000,6.2,1027,USA:June-1971,,95
Old Gringo (1989),USA:R,0000121000,5.8,1568,USA:6-October-1989,,119
Old Los Angeles (1948),USA:Approved,..00111211,7.2,62,USA:25-April-1948,,60
Olimpiada en México (1969),USA:G,....102220,7.5,24,USA:August-1970,,120
Oliver Twist (1948),USA:Approved,0000002311,7.8,9386,USA:30-July-1951,,105
Olivia (1983),USA:R,1011101000,4.7,262,USA:March-1983,,84
Om jag vänder mig om (2003),USA:R,0000012310,7.1,1340,USA:2-February-2005,(limited),108
On Our Merry Way (1948),USA:Approved,0001122000,6.0,490,USA:June-1948,,98
On the Air Live with Captain Midnight (1979),USA:PG,0..1100212,7.4,32,USA:November-1979,,90
On the Make (1989),USA:R,31....1.02,4.8,13,USA:14-April-1989,,77
On the Make (1989),USA:R,31....1.02,4.8,13,USA:April-1989-,(WorldFest),77
On the One (2005),USA:PG-13,1000111002,5.6,165,USA:14-April-2006,,103
On the One (2005),USA:PG-13,1000111002,5.6,165,USA:12-October-2005,(ChicagoInternationalFilmFestival),103
On the Sunny Side (1942),USA:Passed,..00222001,6.7,65,USA:13-February-1942,,69
On the Sunny Side (1942),USA:Approved,..00222001,6.7,65,USA:13-February-1942,,69
On the Yard (1978),USA:R,0000221000,5.8,145,USA:October-1978-,(ChicagoInternationalFilmFestival),102
On the Yard (1978),USA:R,0000221000,5.8,145,USA:27-April-1979,,102
On Wings of Eagles (2016),USA:PG-13,0000111101,5.9,190,USA:3-November-2017,,96
Once Fallen (2010),USA:R,0001211000,4.8,1089,USA:24-April-2010,(NewportBeachInternationalFilmFestival),89
Once Fallen (2010),USA:R,0001211000,4.8,1089,USA:2-November-2010,(Blu-rayandDVDpremiere),89
One Eyed King (2001),USA:R,0000121100,5.8,361,USA:15-January-2002,(PalmSpringsInternationalFilmFestival),105
One Eyed King (2001),USA:R,0000121100,5.8,361,USA:7-September-2001,(BostonFilmFestival),105
One for the Money (2012),USA:PG-13,0001221000,5.3,36462,USA:27-January-2012,,91
One Last Ride (2004),USA:R,0001110002,4.8,138,USA:11-July-2006,(DVDpremiere),88
One Last Ride (2004),USA:R,0001110002,4.8,138,USA:5-April-2004,(MethodFestival),88
One Last Thing... (2005),USA:R,0000012101,6.7,3761,USA:5-May-2006,(limited),96
One Man Force (1989),USA:R,0011210001,5.0,171,USA:21-September-1989,(videopremiere),92
One Million Years B.C. (1966),USA:Approved,0001221000,5.7,6387,USA:21-February-1967,,91
One Minute to Play (1926),USA:Passed,...1.22113,7.7,10,USA:12-September-1926,,74
One More Time (1970),USA:GP,0001210000,5.1,301,USA:May-1970,,92
One More Time (1970),USA:PG,0001210000,5.1,301,USA:May-1970,,92
One More Tomorrow (1946),USA:Approved,0000123100,6.5,251,USA:1-June-1946,,87
One Point O (2004),USA:R,0000112100,6.1,5114,USA:19-March-2004,(ClevelandInternationalFilmFestival),92
One Point O (2004),USA:R,0000112100,6.1,5114,USA:9-April-2004,(PhiladelphiaInternationalFilmFestival),92
One Point O (2004),USA:R,0000112100,6.1,5114,USA:18-January-2005,(DVDpremiere),92
One Point O (2004),USA:R,0000112100,6.1,5114,USA:2-April-2004,(SonomaFilmFestival),92
One Point O (2004),USA:R,0000112100,6.1,5114,USA:January-2004-,(SundanceFilmFestival),92
One Sunday Afternoon (1933),USA:Passed,0000122101,6.8,450,USA:1-September-1933,,69
Ong-bak (2003),USA:R,0000012211,7.2,64314,USA:23-October-2004,(MilwaukeeInternationalFilmFestival),105
Ong-bak (2003),USA:R,0000012211,7.2,64314,USA:11-February-2005,,105
Ong-bak (2003),USA:R,0000012211,7.2,64314,USA:29-October-2004,(HawaiiFilmFestival),105
Ong-bak (2003),USA:R,0000012211,7.2,64314,USA:5-November-2004,(AFIFilmFestival),105
Ong-bak (2003),USA:R,0000012211,7.2,64314,USA:17-October-2004,(BostonFantasticFilmFestival),105
Onkel Toms Hütte (1965),USA:R,00.0121101,6.2,130,USA:1-January-1969,,118
Onkel Toms Hütte (1965),USA:G,00.0121101,6.2,130,USA:1-January-1969,,118
Onna hissatsu ken (1974),USA:R,0000121100,6.3,856,USA:20-February-1976,,80
Opa! (2005),USA:PG-13,0000111102,6.1,251,USA:16-October-2009,(limited),100
Opal Dream (2006),USA:PG,0000012101,6.6,850,USA:22-November-2006,,86
Open Graves (2009),USA:R,0012110000,4.2,2582,USA:15-February-2010,(DVDpremiere),88
Open Graves (2009),USA:R,0012110000,4.2,2582,USA:19-September-2009,(TVpremiere),88
Open Season (1974),USA:R,0000111101,6.2,416,USA:August-1974,,104
Open Season 3 (2010),USA:PG,0001211000,5.2,7637,USA:25-January-2011,,75
Open Water 2: Adrift (2006),USA:R,0001211000,5.1,14864,USA:20-February-2007,(DVDpremiere),94
Opera (1987),USA:R,0000012211,7.1,10995,USA:6-September-1991,(videopremiere),88
Opera (1987),USA:R,0000012211,7.1,10995,USA:1-January-1991,,88
Operation Cross Eagles (1968),USA:R,10022000.0,4.4,51,USA:1969,,90
Operazione paura (1966),USA:PG,0000012210,7.1,4483,USA:8-October-1968,,75
Operazione paura (1966),USA:PG,0000012210,7.1,4483,USA:8-October-1968,,83
Original Sin (2001),USA:R,0000122100,6.0,47818,USA:31-July-2001,(premiere),118
Original Sin (2001),USA:R,0000122100,6.0,47818,USA:3-August-2001,,118
Oro per i Cesari (1963),USA:Approved,0001121000,5.9,85,USA:June-1964,,86
Otter 501 (2012),USA:G,0.00001203,7.8,32,USA:11-May-2012,,85
Our Blushing Brides (1930),USA:Passed,1000122000,5.6,461,USA:19-July-1930,,99
Our Burden Is Light (2000),USA:R,3000000003,5.0,142,USA:2000,,89
Our Daily Bread (1934),USA:Approved,0000012210,7.2,1009,USA:9-February-1940,(re-release),90
Our Daily Bread (1934),USA:Approved,0000012210,7.2,1009,USA:2-October-1934,,90
Our Dancing Daughters (1928),USA:Passed,0000012102,7.3,1268,USA:1-September-1928,,84
Our Dancing Daughters (1928),USA:Passed,0000012102,7.3,1268,USA:1-September-1928,,85
Our Family Wedding (2010),USA:PG-13,0001111000,4.9,6052,USA:12-March-2010,,103
Out of Line (2001),USA:R,1001110001,5.0,206,USA:20-November-2001,(videopremiere),96
Out of the Cold (1999),USA:R,0000110001,5.5,194,USA:16-October-2001,(DVDpremiere),111
Out on a Limb (1992),USA:PG,0001111000,5.2,1375,USA:4-September-1992,,93
Outer Touch (1979),USA:R,0011110000,4.8,260,USA:11-December-1981,,84
Outer Touch (1979),USA:R,0011110000,4.8,260,USA:11-December-1981,,77
Outer Touch (1979),USA:R,0011110000,4.8,260,USA:27-June-2006,(re-release),84
Outer Touch (1979),USA:R,0011110000,4.8,260,USA:27-June-2006,(re-release),77
Outlaw Blues (1977),USA:PG,0000221000,6.1,250,USA:August-1977,,100
Outlaw Trail: The Treasure of Butch Cassidy (2006),USA:PG,0000111003,6.1,488,USA:October-2006-,(HeartlandFilmFestival),90
Outsourced (2006),USA:PG-13,0000013210,7.0,10317,USA:28-September-2007,(limited),103
Outsourced (2006),USA:PG-13,0000013210,7.0,10317,USA:31-May-2007,(SeattleInternationalFilmFestival),103
Outsourced (2006),USA:PG-13,0000013210,7.0,10317,USA:4-April-2008,(AshlandIndependentFilmFestival),103
Oveja negra (2009),USA:PG-13,0000022100,6.2,175,USA:10-February-2010,(SantaBarbaraInternationalFilmFestival),85
Oveja negra (2009),USA:PG-13,0000022100,6.2,175,USA:August-2010-,(LosAngelesLatinoFilmFestival),85
Over the Moon (1939),USA:Approved,0001221000,5.8,174,USA:29-March-1940,,78
Over the Wall (1938),USA:Approved,00013210.0,5.5,82,USA:2-April-1938,,67
Overserved (2004),USA:R,31...00..4,5.5,17,USA:6-May-2004,(BostonUndergroundFilmFestival),90
Overserved (2004),USA:R,31...00..4,5.5,17,USA:15-November-2004,(LaughIsHopeComedyandFilmFestival),90
Overserved (2004),USA:R,31...00..4,5.5,17,USA:25-April-2004,(BostonComedyFilmFestival),90
Overserved (2004),USA:R,31...00..4,5.5,17,USA:January-2006-,(digitaltheatricalrelease),90
Overserved (2004),USA:R,31...00..4,5.5,17,USA:3-August-2004,(WoodsHoleFilmFestival),90
Oxford Blues (1984),USA:PG-13,0001221000,5.3,2548,USA:24-August-1984,,97
Oy Vey! My Son Is Gay!! (2009),USA:PG-13,1000111002,5.0,477,USA:24-December-2010,,90
Oz (1976),USA:R,0000112101,6.2,108,USA:September-1977,,85
Oz (1976),USA:R,0000112101,6.2,108,USA:September-1977,,90
P.O.E. (2007),USA:R,30.1001001,5.0,52,USA:23-January-2007,(DVDpremiere),107
P.S. Your Cat Is Dead! (2002),USA:R,0001111001,5.4,541,USA:7-October-2002,(TampaInternationalGayandLesbianFilmFestival),88
P.S. Your Cat Is Dead! (2002),USA:R,0001111001,5.4,541,USA:29-June-2002,(SanFranciscoInternationalLesbianandGayFilmFestival),88
P.S. Your Cat Is Dead! (2002),USA:R,0001111001,5.4,541,USA:24-October-2002,(PittsburghInternationalLesbianandGayFilmFestival),88
P.S. Your Cat Is Dead! (2002),USA:R,0001111001,5.4,541,USA:22-February-2002,(AFMpremierescreenings),88
P.S. Your Cat Is Dead! (2002),USA:R,0001111001,5.4,541,USA:22-September-2002,(PortlandGayandLesbianFilmFestival),88
P.S. Your Cat Is Dead! (2002),USA:R,0001111001,5.4,541,USA:17-January-2003,(limited),88
P.S. Your Cat Is Dead! (2002),USA:R,0001111001,5.4,541,USA:8-August-2003,(NorthCarolinaGayandLesbianFilmFestival),88
P.S. Your Cat Is Dead! (2002),USA:R,0001111001,5.4,541,USA:12-July-2002,(PhiladelphiaInternationalGayandLesbianFilmFestival),88
Pacific Challenge (1975),USA:G,....111114,8.3,9,USA:January-1975,,83
Page Miss Glory (1935),USA:Approved,0000001113,7.9,993,USA:7-September-1935,,75
Painted Hero (1997),USA:R,0000111101,5.8,108,USA:16-September-1997,(videopremiere),105
Paisà (1946),USA:Approved,0000002311,7.8,5589,USA:29-March-1948,,120
Pale Blue Balloons (2008),USA:R,0.00211002,6.6,27,USA:26-January-2008,(RiotCinemaFilmFestival),150
Paper Clips (2004),USA:G,0000011212,7.4,1615,USA:2-May-2004,(TribecaFilmFestival),82
Paper Clips (2004),USA:G,0000011212,7.4,1615,USA:8-September-2004,(limited),82
Paper Man (2009),USA:R,0000012100,6.6,16527,USA:15-June-2009,(LosAngelesFilmFestival),110
Paper Man (2009),USA:R,0000012100,6.6,16527,USA:23-April-2010,(limited),110
Paper Man (2009),USA:R,0000012100,6.6,16527,USA:10-October-2009,(HamptonsInternationalFilmFestival),110
Paper Man (2009),USA:R,0000012100,6.6,16527,USA:26-March-2010,(ClevelandInternationalFilmFestival),110
Paper Man (2009),USA:R,0000012100,6.6,16527,USA:9-April-2010,(FloridaFilmFestival),110
Paper Tiger (1975),USA:PG,0000122000,6.0,395,USA:5-November-1975,,99
Paperback Hero (1973),USA:R,0001021100,6.0,163,USA:September-1974-,(Minnesota),93
Paradis perdu (1940),USA:Passed,0000012200,7.2,115,USA:11-April-1942,,82
Paradise (1982),USA:R,0001110001,4.9,2071,USA:7-May-1982,,90
Paradise Motel (1985),USA:R,0001210001,5.6,135,USA:January-1985,,89
Paraiso Travel (2008),USA:R,0000012211,7.1,1879,USA:23-October-2008,(ChicagoInternationalFilmFestival),116
Paraiso Travel (2008),USA:R,0000012211,7.1,1879,USA:10-July-2009,,116
Parasomnia (2008),USA:R,0001111000,5.3,2070,USA:13-July-2010,(DVDpremiere),103
Parasomnia (2008),USA:R,0001111000,5.3,2070,USA:17-October-2008,(ScreamfestFilmFestival),103
Pariah (1998),USA:R,1001110001,4.2,757,USA:18-January-1998,(SlamdanceFilmFestival),97
Pariah (1998),USA:R,1001110001,4.2,757,USA:14-May-1999,,97
Paris (2003),USA:R,1111100001,4.3,292,USA:7-May-2003,(TribecaFilmFestival),98
Paris Trout (1991),USA:R,0000122100,6.5,1278,USA:20-April-1991,,100
Parisian Love (1925),USA:Passed,0000222000,6.2,184,USA:1-August-1925,,65
Park (2006),USA:R,0000121100,5.9,1084,USA:23-April-2007,(AtlantaFilmFestival),86
Park (2006),USA:R,0000121100,5.9,1084,USA:9-November-2006,(RehobothBeachIndependentFilmFestival),86
Park (2006),USA:R,0000121100,5.9,1084,USA:24-April-2007,(NewportBeachInternationalFilmFestival),86
Park (2006),USA:R,0000121100,5.9,1084,USA:10-July-2006,(LosAngelesOutfestGayandLesbianFilmFestival),86
Park (2006),USA:R,0000121100,5.9,1084,USA:24-March-2007,(GardenStateFilmFestival),86
Park (2006),USA:R,0000121100,5.9,1084,USA:14-April-2007,(SonomaFilmFestival),86
Park (2006),USA:R,0000121100,5.9,1084,USA:10-February-2007,(FYLMZFestival),86
Park (2006),USA:R,0000121100,5.9,1084,USA:12-June-2006,(CineVegasInternationalFilmFestival),86
Park (2006),USA:R,0000121100,5.9,1084,USA:20-April-2007,(RiverRunInternationalFilmFestival),86
Park (2006),USA:R,0000121100,5.9,1084,USA:28-March-2007,(AFIDallasInternationalFilmFestival),86
Park (2006),USA:R,0000121100,5.9,1084,USA:5-November-2006,(ReelingChicagoGayLesbianFilmFestival),86
Park (2006),USA:R,0000121100,5.9,1084,USA:30-September-2007,(SidewalkMovingPictureFestival),86
Park (2006),USA:R,0000121100,5.9,1084,USA:13-March-2007,(DelrayBeachFilmFestival),86
Park (2006),USA:R,0000121100,5.9,1084,USA:28-February-2007,(USComedyArtsFestivalAspen),86
Parsifal (1951),USA:Passed,..011131..,6.2,16,USA:20-July-1955,,79
Particles of Truth (2003),USA:R,0000011113,7.0,556,USA:14-June-2003,(IFPLosAngelesFilmFestival),101
Particles of Truth (2003),USA:R,0000011113,7.0,556,USA:17-September-2004,(limited),101
Particles of Truth (2003),USA:R,0000011113,7.0,556,USA:October-2003-,(TallgrassFilmFestival),101
Particles of Truth (2003),USA:R,0000011113,7.0,556,USA:9-October-2003,(AustinFilmFestival),101
Partners (2009),USA:PG-13,4....0...4,5.5,11,USA:5-June-2009,(StatenIslandFilmFestival),130
Partners in Crime (1928),USA:Passed,511.000..0,2.8,18,USA:March-1928,,70
Partners in Crime (2000),USA:R,0000221000,5.7,446,USA:9-May-2001,(TVpremiere),90
Partners in Crime (2000),USA:R,0000221000,5.7,446,USA:16-May-2000,(videopremiere),90
Party Girl (1930),USA:Passed,0001111001,5.8,147,USA:1-January-1930,,61
Passage West (1951),USA:Approved,0000132000,6.0,109,USA:July-1951,,80
Passion Flower (1930),USA:Passed,.000121102,6.8,211,USA:6-December-1930,,79
Passion Play (2010),USA:R,0001100011,4.8,7014,USA:6-May-2011,(limited),94
Passion Play (2010),USA:R,0001100011,4.8,7014,USA:31-May-2011,(DVDpremiere),94
Passport to Pimlico (1949),USA:Approved,0000012210,7.2,3219,USA:26-October-1949,,70
Past Midnight (1991),USA:R,0000221000,5.6,899,USA:21-April-1993,(videopremiere),100
Past Midnight (1991),USA:R,0000221000,5.6,899,USA:16-December-1992,(TVpremiere),100
Pastime (1990),USA:PG,0000012111,7.0,355,USA:23-August-1991,,94
Pastime (1990),USA:PG,0000012111,7.0,355,USA:January-1991-,(SundanceFilmFestival),94
Patrick (1978),USA:PG,0000122100,6.1,2208,USA:7-September-1979,,96
